"","ID","Sample.No","locus","index","well","site","C","T","total","C_Ratio","age","Sex","Population"
"558","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_179",4,421,425,0.00941176470588235,3,"M","NR"
"559","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_189",13,412,425,0.0305882352941176,3,"M","NR"
"560","A74","kw03-10","ACTB","9G","ACTB_9G_S71_sort.bam","ACTB_29",6,28312,28318,0.000211879370012006,3,"M","NR"
"567","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_64",8,437,445,0.0179775280898876,3,"M","NR"
"568","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_70",0,445,445,0,3,"M","NR"
"569","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_72",4,441,445,0.00898876404494382,3,"M","NR"
"570","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_154",1,12698,12699,7.87463579809434e-05,3,"M","NR"
"571","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_167",377,12370,12747,0.0295755864124892,3,"M","NR"
"572","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_172",719,12031,12750,0.0563921568627451,3,"M","NR"
"573","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_192",1246,11488,12734,0.0978482801947542,3,"M","NR"
"574","A74","kw03-10","GAPDH","9G","GAPDH_9G_S71_sort.bam","GAPDH_35",22344,8361,30705,0.727699071812408,3,"M","NR"
"575","A74","kw03-10","GAPDH","9G","GAPDH_9G_S71_sort.bam","GAPDH_55",7103,24551,31654,0.224395021166361,3,"M","NR"
"576","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_148",30,260,290,0.103448275862069,3,"M","NR"
"577","A74","kw03-10","GAPDH","9G","GAPDH_9G_S71_sort.bam","GAPDH_89",15439,16272,31711,0.486865756362146,3,"M","NR"
"578","A74","kw03-10","GAPDH","9G","GAPDH_9G_S71_sort.bam","GAPDH_117",16521,15178,31699,0.521183633553109,3,"M","NR"
"579","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_257",9,282,291,0.0309278350515464,3,"M","NR"
"580","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_260",6,285,291,0.0206185567010309,3,"M","NR"
"581","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_92",31,2088,2119,0.0146295422369042,3,"M","NR"
"582","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_132",1,2070,2071,0.000482858522452921,3,"M","NR"
"583","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_148",2,1699,1701,0.00117577895355673,3,"M","NR"
"584","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_151",1,1861,1862,0.000537056928034372,3,"M","NR"
"585","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_154",2,1862,1864,0.00107296137339056,3,"M","NR"
"586","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_157",1,1866,1867,0.000535618639528656,3,"M","NR"
"587","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_160",41,1830,1871,0.0219134152859433,3,"M","NR"
"588","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_135",62,229,291,0.213058419243986,3,"M","NR"
"590","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_236",80,211,291,0.274914089347079,3,"M","NR"
"591","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_242",19,272,291,0.0652920962199313,3,"M","NR"
"592","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_51",1075,11530,12605,0.0852836176120587,3,"M","NR"
"593","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_57",680,11931,12611,0.0539211799222901,3,"M","NR"
"597","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_286",0,291,291,0,3,"M","NR"
"598","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_305",12,278,290,0.0413793103448276,3,"M","NR"
"599","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_313",0,287,287,0,3,"M","NR"
"600","A74","kw03-10","NE","9G","NE_9G_S71_merge.bam","NE_196",10,409,419,0.0238663484486874,3,"M","NR"
"601","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_26",1002,10648,11650,0.0860085836909871,3,"M","NR"
"602","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_37",395,12210,12605,0.0313367711225704,3,"M","NR"
"603","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_45",2,12504,12506,0.000159923236846314,3,"M","NR"
"604","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_48",343,12263,12606,0.0272092654291607,3,"M","NR"
"606","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_145",1,12761,12762,7.83576241968344e-05,3,"M","NR"
"607","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_270",24,267,291,0.0824742268041237,3,"M","NR"
"608","A74","kw03-10","BDNF","3G","BDNF_3G_S23_sort.bam","BDNF_81",278,12230,12508,0.0222257755036776,3,"M","NR"
"609","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_196",13,1658,1671,0.00777977259126272,3,"M","NR"
"610","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_319",24,257,281,0.0854092526690391,3,"M","NR"
"611","A74","kw03-10","NP","3G","NP_3G_S23_merge.bam","NP_165",0,1870,1870,0,3,"M","NR"
"612","A74","kw03-10","CRF","3G","CRF_3G_S23_sort.bam","CRF_321",0,281,281,0,3,"M","NR"
"613","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_196",29,1780,1809,0.0160309563294638,41,"M","NR"
"618","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_160",1,2021,2022,0.000494559841740851,41,"M","NR"
"619","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_167",1,10369,10370,9.64320154291225e-05,41,"M","NR"
"620","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_45",1,2328,2329,0.0004293688278231,41,"M","NR"
"621","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_66",8,2320,2328,0.00343642611683849,41,"M","NR"
"623","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_172",3,10381,10384,0.000288906009244992,41,"M","NR"
"624","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_35",25031,7164,32195,0.777480975306725,41,"M","NR"
"625","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_55",7994,25230,33224,0.240609198169998,41,"M","NR"
"626","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_165",0,2018,2018,0,41,"M","NR"
"635","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_58",15270,17962,33232,0.459496870486278,41,"M","NR"
"636","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_89",19692,13583,33275,0.591795642374155,41,"M","NR"
"637","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_117",10754,22516,33270,0.323234144875263,41,"M","NR"
"638","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_126",14925,18347,33272,0.448575378696802,41,"M","NR"
"639","B01","kw93-39","GAPDH","9H","GAPDH_9H_S72_sort.bam","GAPDH_131",23917,9347,33264,0.719005531505531,41,"M","NR"
"647","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_90",340,1957,2297,0.148019155420113,41,"M","NR"
"648","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_92",2,2298,2300,0.000869565217391304,41,"M","NR"
"649","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_132",0,2248,2248,0,41,"M","NR"
"650","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_148",0,1868,1868,0,41,"M","NR"
"651","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_151",43,1970,2013,0.0213611525086935,41,"M","NR"
"652","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_154",1,2021,2022,0.000494559841740851,41,"M","NR"
"653","B01","kw93-39","NP","3H","NP_3H_S24_merge.bam","NP_157",1,2021,2022,0.000494559841740851,41,"M","NR"
"655","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_270",177,165,342,0.517543859649123,41,"M","NR"
"656","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_286",51,293,344,0.148255813953488,41,"M","NR"
"657","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_26",711,9426,10137,0.0701390944066292,41,"M","NR"
"658","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_37",7,10156,10163,0.000688773000098396,41,"M","NR"
"659","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_45",9,10060,10069,0.000893832555367961,41,"M","NR"
"660","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_192",241,10153,10394,0.0231864537233019,41,"M","NR"
"661","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_154",0,10313,10313,0,41,"M","NR"
"662","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_321",0,335,335,0,41,"M","NR"
"663","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_305",19,325,344,0.0552325581395349,41,"M","NR"
"664","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_313",22,319,341,0.0645161290322581,41,"M","NR"
"665","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_319",0,335,335,0,41,"M","NR"
"671","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_208",3,10413,10416,0.000288018433179724,41,"M","NR"
"672","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_213",3,10415,10418,0.000287963140717988,41,"M","NR"
"673","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_65",1079,13133,14212,0.0759217562623135,41,"M","NR"
"674","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_71",3,14202,14205,0.000211193241816262,41,"M","NR"
"675","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_74",5,14208,14213,0.000351790614226412,41,"M","NR"
"683","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_49",21,320,341,0.06158357771261,41,"M","NR"
"684","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_73",55,287,342,0.160818713450292,41,"M","NR"
"685","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_92",32,310,342,0.0935672514619883,41,"M","NR"
"686","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_95",40,302,342,0.116959064327485,41,"M","NR"
"687","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_113",131,211,342,0.383040935672515,41,"M","NR"
"688","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_135",88,253,341,0.258064516129032,41,"M","NR"
"689","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_148",53,286,339,0.156342182890855,41,"M","NR"
"690","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_236",60,281,341,0.175953079178886,41,"M","NR"
"691","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_242",67,275,342,0.195906432748538,41,"M","NR"
"692","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_257",137,206,343,0.399416909620991,41,"M","NR"
"693","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_260",88,255,343,0.256559766763848,41,"M","NR"
"694","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_265",66,277,343,0.192419825072886,41,"M","NR"
"695","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_29",5,14090,14095,0.000354735721887194,41,"M","NR"
"696","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_36",3,14107,14110,0.000212615166548547,41,"M","NR"
"697","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_49",3,14193,14196,0.000211327134404057,41,"M","NR"
"698","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_51",4,14192,14196,0.000281769512538743,41,"M","NR"
"699","B01","kw93-39","ACTB","9H","ACTB_9H_S72_sort.bam","ACTB_54",0,14200,14200,0,41,"M","NR"
"700","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_48",1,10164,10165,9.83767830791933e-05,41,"M","NR"
"701","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_51",593,9572,10165,0.0583374323659616,41,"M","NR"
"702","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_57",3,10183,10186,0.000294521892794031,41,"M","NR"
"703","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_81",1,10184,10185,9.81836033382425e-05,41,"M","NR"
"704","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_106",197,10157,10354,0.019026463202627,41,"M","NR"
"705","B01","kw93-39","BDNF","3H","BDNF_3H_S24_sort.bam","BDNF_145",675,9710,10385,0.0649975926817525,41,"M","NR"
"708","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_27",20,317,337,0.0593471810089021,41,"M","NR"
"709","B01","kw93-39","CRF","3H","CRF_3H_S24_sort.bam","CRF_33",25,314,339,0.0737463126843658,41,"M","NR"
"715","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_54",2076,10143,12219,0.169899337097962,15,"M","NR"
"716","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_36",5,12149,12154,0.00041138719763041,15,"M","NR"
"717","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_65",4,12219,12223,0.000327251902151681,15,"M","NR"
"718","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_70",0,948,948,0,15,"M","NR"
"719","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_95",117,179,296,0.39527027027027,15,"M","NR"
"720","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_49",1,12205,12206,8.19269211863018e-05,15,"M","NR"
"721","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_160",68,1734,1802,0.0377358490566038,15,"M","NR"
"722","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_165",36,1763,1799,0.0200111172873819,15,"M","NR"
"723","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_85",0,949,949,0,15,"M","NR"
"726","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_150",0,943,943,0,15,"M","NR"
"727","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_160",0,942,942,0,15,"M","NR"
"728","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_168",0,930,930,0,15,"M","NR"
"729","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_172",6,919,925,0.00648648648648649,15,"M","NR"
"730","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_179",0,919,919,0,15,"M","NR"
"731","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_189",1,906,907,0.00110253583241455,15,"M","NR"
"732","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_196",58,833,891,0.0650953984287318,15,"M","NR"
"733","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_96",1,949,950,0.00105263157894737,15,"M","NR"
"734","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_101",1,948,949,0.00105374077976818,15,"M","NR"
"735","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_103",0,951,951,0,15,"M","NR"
"737","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_196",20,1601,1621,0.0123380629241209,15,"M","NR"
"738","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_144",4,939,943,0.00424178154825027,15,"M","NR"
"739","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_117",15115,23088,38203,0.395649556317567,15,"M","NR"
"740","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_58",0,948,948,0,15,"M","NR"
"741","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_71",2,12219,12221,0.000163652728909255,15,"M","NR"
"742","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_51",2,12206,12208,0.000163826998689384,15,"M","NR"
"743","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_29",1,12140,12141,8.23655382587925e-05,15,"M","NR"
"744","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_148",26,1606,1632,0.0159313725490196,15,"M","NR"
"745","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_64",0,947,947,0,15,"M","NR"
"746","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_92",1,2048,2049,0.000488042947779405,15,"M","NR"
"747","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_132",31,1973,2004,0.0154690618762475,15,"M","NR"
"749","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_151",6,1791,1797,0.00333889816360601,15,"M","NR"
"750","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_154",7,1794,1801,0.00388672959466963,15,"M","NR"
"751","B10","kw94-18","ACTB","10A","ACTB_10A_S73_sort.bam","ACTB_74",6,12217,12223,0.000490877853227522,15,"M","NR"
"752","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_53",0,948,948,0,15,"M","NR"
"753","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_37",827,14488,15315,0.0539993470453803,15,"M","NR"
"754","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_45",9,15117,15126,0.000595001983339944,15,"M","NR"
"756","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_51",797,14517,15314,0.0520438814156981,15,"M","NR"
"757","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_72",0,947,947,0,15,"M","NR"
"758","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_83",2,948,950,0.00210526315789474,15,"M","NR"
"759","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_48",26,15284,15310,0.00169823644676682,15,"M","NR"
"760","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_157",4,1800,1804,0.00221729490022173,15,"M","NR"
"761","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_154",410,15010,15420,0.0265888456549935,15,"M","NR"
"762","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_135",19,277,296,0.0641891891891892,15,"M","NR"
"763","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_148",25,271,296,0.0844594594594595,15,"M","NR"
"764","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_192",497,14985,15482,0.0321017956336391,15,"M","NR"
"765","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_208",534,14978,15512,0.0344249613202682,15,"M","NR"
"766","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_213",981,14540,15521,0.0632046904194317,15,"M","NR"
"769","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_90",0,2055,2055,0,15,"M","NR"
"770","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_66",1,2076,2077,0.000481463649494463,15,"M","NR"
"771","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_270",76,211,287,0.264808362369338,15,"M","NR"
"772","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_286",26,260,286,0.0909090909090909,15,"M","NR"
"773","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_55",7553,30593,38146,0.198002411786295,15,"M","NR"
"775","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_167",50,15413,15463,0.00323352518916122,15,"M","NR"
"776","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_172",875,14618,15493,0.0564771186987672,15,"M","NR"
"778","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_58",15705,22450,38155,0.411610535971694,15,"M","NR"
"779","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_89",19594,18616,38210,0.512797696937974,15,"M","NR"
"780","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_126",11961,26242,38203,0.313090594979452,15,"M","NR"
"781","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_131",25736,12469,38205,0.67362910613794,15,"M","NR"
"782","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_27",31,262,293,0.10580204778157,15,"M","NR"
"783","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_33",50,243,293,0.170648464163823,15,"M","NR"
"784","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_49",24,271,295,0.0813559322033898,15,"M","NR"
"785","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_73",14,281,295,0.0474576271186441,15,"M","NR"
"786","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_92",22,273,295,0.0745762711864407,15,"M","NR"
"787","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_145",279,15225,15504,0.0179953560371517,15,"M","NR"
"788","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_113",196,99,295,0.664406779661017,15,"M","NR"
"789","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_108",0,949,949,0,15,"M","NR"
"790","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_136",38,911,949,0.0400421496311907,15,"M","NR"
"791","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_236",120,166,286,0.41958041958042,15,"M","NR"
"792","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_26",2228,12461,14689,0.15167812648921,15,"M","NR"
"793","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_44",14,934,948,0.0147679324894515,15,"M","NR"
"794","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_257",64,223,287,0.222996515679443,15,"M","NR"
"795","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_260",83,204,287,0.289198606271777,15,"M","NR"
"796","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_265",61,226,287,0.212543554006969,15,"M","NR"
"797","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_57",328,14987,15315,0.021416911524649,15,"M","NR"
"798","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_81",0,15245,15245,0,15,"M","NR"
"799","B10","kw94-18","BDNF","4A","BDNF_4A_S25_sort.bam","BDNF_106",1,15482,15483,6.45869663501905e-05,15,"M","NR"
"800","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_305",14,273,287,0.0487804878048781,15,"M","NR"
"801","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_313",8,278,286,0.027972027972028,15,"M","NR"
"802","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_319",1,279,280,0.00357142857142857,15,"M","NR"
"807","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_242",24,261,285,0.0842105263157895,15,"M","NR"
"808","B10","kw94-18","NP","4A","NP_4A_S25_merge.bam","NP_45",118,1959,2077,0.0568127106403467,15,"M","NR"
"813","B10","kw94-18","CRF","4A","CRF_4A_S25_sort.bam","CRF_321",5,276,281,0.0177935943060498,15,"M","NR"
"815","B10","kw94-18","NE","10A","NE_10A_S73_merge.bam","NE_126",25,924,949,0.0263435194942044,15,"M","NR"
"816","B10","kw94-18","GAPDH","10A","GAPDH_10A_S73_sort.bam","GAPDH_35",26605,10275,36880,0.721393709327549,15,"M","NR"
"817","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_45",4,20006,20010,0.000199900049975012,43,"M","NR"
"818","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_48",650,19587,20237,0.0321193852843801,43,"M","NR"
"819","C03","kw97-4","GAPDH","10B","GAPDH_10B_S74_sort.bam","GAPDH_126",12254,28904,41158,0.29773069634093,43,"M","NR"
"820","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_81",697,19395,20092,0.0346904240493729,43,"M","NR"
"821","C03","kw97-4","GAPDH","10B","GAPDH_10B_S74_sort.bam","GAPDH_117",13256,27900,41156,0.322091554086889,43,"M","NR"
"822","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_51",1661,18575,20236,0.0820814390195691,43,"M","NR"
"823","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_37",1228,19008,20236,0.0606839296303617,43,"M","NR"
"824","C03","kw97-4","NP","4B","NP_4B_S26_merge.bam","NP_90",12,1729,1741,0.00689259046524986,43,"M","NR"
"825","C03","kw97-4","NP","4B","NP_4B_S26_merge.bam","NP_165",30,1484,1514,0.0198150594451783,43,"M","NR"
"826","C03","kw97-4","NE","10B","NE_10B_S74_merge.bam","NE_44",0,1243,1243,0,43,"M","NR"
"827","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_57",7,20212,20219,0.000346209011325981,43,"M","NR"
"828","C03","kw97-4","GAPDH","10B","GAPDH_10B_S74_sort.bam","GAPDH_89",20777,20383,41160,0.504786200194363,43,"M","NR"
"829","C03","kw97-4","ACTB","10B","ACTB_10B_S74_sort.bam","ACTB_29",21,19848,19869,0.00105692284463234,43,"M","NR"
"830","C03","kw97-4","NP","4B","NP_4B_S26_merge.bam","NP_92",27,1711,1738,0.0155350978135788,43,"M","NR"
"831","C03","kw97-4","BDNF","4B","BDNF_4B_S26_sort.bam","BDNF_26",2887,16784,19671,0.146764272278989,43,"M","NR"
"832","C03","kw97-4","NP","4B","NP_4B_S26_merge.bam","NP_66",16,1751,1767,0.00905489530277306,43,"M","NR"
"833","C03","kw97-4","ACTB","10B","ACTB_10B_S74_sort.bam","ACTB_54",476,19982,20458,0.0232671815426728,43,"M","NR"
"834","C03","kw97-4","ACTB","10B","ACTB_10B_S74_sort.bam","ACTB_65",137,20529,20666,0.00662924610471306,43,"M","NR"
"835","C03","kw97-4","GAPDH","10B","GAPDH_10B_S74_sort.bam","GAPDH_55",7761,33292,41053,0.189048303412662,43,"M","NR"
"836","C03","kw97-4","GAPDH","10B","GAPDH_10B_S74_sort.bam","GAPDH_58",13629,27423,41052,0.331993569131833,43,"M","NR"
"837","C03","kw97-4","NP","4B","NP_4B_S26_merge.bam","NP_160",8,1503,1511,0.00529450694904037,43,"M","NR"
